bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,goodreads_book_id
34506912-the-prince-and-the-dressmaker,The Prince and the Dressmaker,,Jen Wang (Goodreads Author),4.39,"Paris, at the dawn of the modern age:Prince Sebastian is looking for a bride―or rather, his parents are looking for one for him. Sebastian is too busy hiding his secret life from everyone. At night he puts on daring dresses and takes Paris by storm as the fabulous Lady Crystallia―the hottest fashion icon in the world capital of fashion!Sebastian’s secret weapon (and best friend) is the brilliant dressmaker Frances―one of only two people who know the truth: sometimes this boy wears dresses. But Frances dreams of greatness, and being someone’s secret weapon means being a secret. Forever. How long can Frances defer her dreams to protect a friend? Jen Wang weaves an exuberantly romantic tale of identity, young love, art, and family. A fairy tale for any age, The Prince and the Dressmaker will steal your heart.",English,9781626723634,"['Graphic Novels', 'Young Adult', 'LGBT', 'Historical Fiction', 'Comics', 'Romance', 'Fiction', 'Queer', 'Historical', 'Middle Grade']",[],Paperback,,277,First Second,February 13th 2018,,"['Harvey Awards for Best Children or Young Adult Book AND nominated for Book of the Year (2018)', 'Rhode Island Teen Book Award Nominee (2020)', ""Prix du Festival d'Angoulême for Prix jeunesse (2019)"", 'Goodreads Choice Award Nominee for Graphic Novels & Comics (2018)', ""Rebecca Caudill Young Readers' Book Award Nominee (2020)""]",48236,"['26257', '16274', '4548', '733', '424']",98.0,['Paris (France)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494400495l/34506912.jpg,369,4,16.05,34506912.0
158119.If_You_Could_See_Me_Now,If You Could See Me Now,,Cecelia Ahern,3.86,"From the bestselling author of P.S. I Love You and Love, Rosie, Cecelia Ahern, comes an enchanting novel that leads you to wonder if Not Seeing is believing!Readers and critics alike adore Cecelia Ahern for her lighthearted yet insightful stories about modern women and their often unusual situations. In If You Could See Me Now, she takes that theme a step further, offering us a heroine who is entirely believable, and the new man in her life who is, well, slightly less so.Elizabeth Egan's life runs on order: Both her home and her emotions are arranged just so, with little room for spontaneity. It's how she counteracts the chaos of her family—an alcoholic mother who left when she was young, an emotionally distant father, and a free-spirited sister, who seems to be following in their mother's footsteps, leaving her own six-year-old son, Luke, in Elizabeth's care.When Ivan, Luke's mysterious new grown-up friend, enters the picture, Elizabeth doesnt know quite what to make of him. With his penchant for adventure and colorful take on things large and small, Ivan opens Elizabeth's eyes to a whole new way of living. But is it for real? Is Ivan for real?If You Could See Me Now is a love story with heart—and just a touch of magic.",English,9781401308667,"['Chick Lit', 'Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Magical Realism', 'Adult', 'Ireland', 'Contemporary Romance', 'Adult Fiction']","['Ivan', 'Benjamin', 'Luke', 'Elizabeth Egan', 'Saoirse']",Paperback,,306,Hachette Books,January 9th 2007,11/21/05,[],38439,"['12671', '12489', '9475', '2867', '937']",90.0,['County Kerry (Ireland)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412709926l/158119.jpg,1659,20,3.95,158119.0
7794506-evrenden-torpilim-var,Evrenden Torpilim Var!,,Aykut Oğut,3.8,"Siz hiç 150 kilo oldunuz mu? Sizin hiç yabancı bir ülkede bavulunuzu kaybettiğiniz, sabahları mısır gevreğine bira döküp hayatta kalırken günlerce tek kelime bile konuşmadığınız, dayak yedikten sonra girdiğiniz komadan bir gözünüzü kaybetmiş olarak çıkıp tekrar parklara döndüğünüz, annenizi kaybettikten sonra hapiste yatarken babanızı kaybettiğiniz oldu mu?Benim oldu.Peki ya sonra o yabancı ülkenin dilinde şakır şakır konuşup hatta seslendirme yönetmenliği bile yaptığınız, o ülkedeki filmlerde başrol oynadığınız, 70 kilo verip filinta gibi olduğunuz, yeni ve mutlu bir hayat kurduğunuz, elinizi attığınız her işi altın yumurtlayan tavuğa çevirdiğiniz, her saniyenizi gülümseyerek geçirdiğiniz, hayatta istediğiniz her şeyi elde etmeye başladığınız oldu mu?Benim oldu.Nasıl mı?Gelin anlatayım.",Turkish,9789944986816,"['Self Help', 'Turkish', 'Nonfiction', 'Turkish Literature']",[],Paperback,,264,Dharma Yayınları,February 2009,11/05/09,[],776,"['259', '230', '192', '64', '31']",88.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267335296l/7794506.jpg,94,1,5.12,7794506.0
15705572-touching-smoke,Touching Smoke,Touch #1,Airicka Phoenix (Goodreads Author),3.71,I assumed I was human.I assumed wrong.I dream of death and warm blood on my hands. I dream of the day I burn the world to the ground. I dream of the dayI will finally die.Running is something my mother taught me to do very well. I never knew why until the night I cause an earthquake and meet Isaiah. My shadow. My protector. My other half. I need him. I need his blood. He is the only one who can keep me hidden from the man who created me. The man who createdthe monster.The world is depending on me not to fall in love. But what happens when the temptation becomes too great and falling is my only option? Can I live knowing I will destroy the world because his touch is the only thing keeping me alive?And how can I trust someone as lost as I am?Touch Passion. Touch Power. Touch Smoke!,English,9781617521294,"['Paranormal', 'Fantasy', 'Young Adult', 'Romance', 'Paranormal Romance', 'Supernatural', 'Angels', 'Urban Fantasy', 'Love', 'New Adult']",[],Paperback,,320,Fire & Ash Publishing,July 31st 2012,07/25/12,[],2304,"['683', '713', '582', '215', '111']",86.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434581608l/15705572._SY475_.jpg,100,1,,15705572.0
16122560-a-cottage-by-the-sea,A Cottage by the Sea,,Carole Matthews,4.1,"Grace has been best friends with Ella and Flick since university. The late-night chats, shared heartaches and good times have created a bond that has stood the test of time. Now in their thirties, Grace is always a bit disappointed about how little time they get to spend together, so when Ella invites them all to stay for a week in her cottage in South Wales, Grace jumps at the chance to see her old friends. She also hopes that the change in pace will help her reconnect with her husband, Harry. Unfortunately for her, Harry isn't as enamoured with Cwtch Cottage as she is. Then Flick arrives; loveable, bubbly Flick, accompanied by the handsome and charming Noah, and suddenly the week ahead looks as though it may be even more confusing for all the residents of Cwtch Cottage.",English,9781847444615,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Womens Fiction', 'Contemporary Romance', 'Adult', 'Unfinished']",[],Hardcover,,448,Sphere,January 3rd 2013,,[],3531,"['1541', '1095', '660', '176', '59']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355597589l/16122560.jpg,83,1,3.25,16122560.0
223175.The_Master_of_Ballantrae,The Master of Ballantrae,,Robert Louis Stevenson,3.73,"Set in Scotland during the 1745 Jacobite Rebellion, in the exotic French Indies, and in the North American wilderness, the story has as its hero one of the most compelling yet horrifying studies of evil in nineteenth-century fiction—James Durie, Master of Ballantrae. The Master is about his infective influence—on his younger, less attractive brother Henry; on Henry's wife Alison; and on those narrators whom Stevenson so skilfully employs to present their experiences of this charming, ruthless, and evil man.",English,9780543896728,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Scotland', 'Historical', '19th Century', 'Novels', 'Classic Literature']","['James Durie', 'Henry Durie', 'William Johnson']",Paperback,,388,,,1889,[],5473,"['1378', '1903', '1644', '424', '124']",90.0,"['Ballantrae, Ayrshire, Scotland', 'North America', 'Ayrshire, Scotland']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172852381l/223175._SY475_.jpg,47,1,,223175.0
2580306,জোছনা ও জননীর গল্প,,Humayun Ahmed,4.37,জোছনা ও জননীর গল্প বাংলাদেশের জনপ্রিয় ঔপন্যাসিক হুমায়ূন আহমেদ রচিত একটি মুক্তিযুদ্ধ ভিত্তিক উপন্যাস।,Bengali,9789845021326,"['Historical Fiction', 'War', 'Fiction', 'Novels', 'Historical', 'Classics', 'Drama', 'Literature', 'Politics', 'Bangladesh']","['Naimul', 'Shahed', 'Asmani', 'Irtazuddin.']",Hardcover,,505,অন্যপ্রকাশ,February 2004,,[],2830,"['1691', '704', '287', '93', '55']",95.0,['Bangladesh'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429515855l/2580306.jpg,145,2,,2580306.0
1043313.Honour_this_Day,Honour this Day,Richard Bolitho #19,"Alexander Kent, Douglas Reeman",4.03,"In September 1804, as England stands alone against France and the fleets of Spain, Vice-Admiral Richard Bolitho hoists his flag above the veteran Hyperion and sets sail with a new squadron for the Caribbean. His orders are to plan and execute a daring dawn raid on the Spanish Main.",English,9780935526738,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'War', 'Military Fiction', 'Naval Historical Fiction', 'Maritime', 'Action']",[],Paperback,,316,McBooks Press,April 1st 2000,11/06/87,[],664,"['221', '274', '142', '22', '5']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389232501l/1043313.jpg,79,1,5.90,1043313.0
18656827-hatching-twitter,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",,Nick Bilton (Goodreads Author),4.04,"Twitter seems like a perfect start-up success story. In barely six years, a small group of young, ambitious programmers in Silicon Valley built an $11.5 billion business out of the ashes of a failed podcasting company. Today Twitter boasts more than 200 million active users and has affected business, politics, media, and other fields in innumerable ways. Now Nick Bilton of the New York Times takes readers behind the scenes with a narrative that shows what happened inside Twitter as it grew at exponential speeds. This is a tale of betrayed friendships and high-stakes power struggles as the four founders—Biz Stone, Evan Williams, Jack Dorsey, and Noah Glass—went from everyday engineers to wealthy celebrities, featured on magazine covers, Oprah, The Daily Show, and Time’s list of the world’s most influential people. Bilton’s exclusive access and exhaustive investigative reporting—drawing on hundreds of sources, documents, and internal e-mails—have enabled him to write an intimate portrait of fame, influence, and power. He also captures the zeitgeist and global influence of Twitter, which has been used to help overthrow governments in the Middle East and disrupt the very fabric of the way people communicate.",English,9781591846017,"['Business', 'Nonfiction', 'Technology', 'Biography', 'Entrepreneurship', 'History', 'Audiobook', 'Management', 'Buisness', 'Internet']",[],Hardcover,,299,Portfolio Hardcover,November 5th 2013,,[],15286,"['5667', '5874', '2746', '642', '357']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381332539l/18656827.jpg,288,3,9.48,18656827.0
13573236-the-racketeer,The Racketeer,,John Grisham (Goodreads Author),3.83,"Given the importance of what they do, and the controversies that often surround them, and the violent people they sometimes confront, it is remarkable that in the history of this country only four active federal judges have been murdered.Judge Raymond Fawcett has just become number five.Who is the Racketeer? And what does he have to do with the judge’s untimely demise? His name, for the moment, is Malcolm Bannister. Job status? Former attorney. Current residence? The Federal Prison Camp near Frostburg, Maryland.On paper, Malcolm’s situation isn’t looking too good these days, but he’s got an ace up his sleeve. He knows who killed Judge Fawcett, and he knows why. The judge’s body was found in his remote lakeside cabin. There was no forced entry, no struggle, just two dead bodies: Judge Fawcett and his young secretary. And one large, state-of-the-art, extremely secure safe, opened and emptied.What was in the safe? The FBI would love to know. And Malcolm Bannister would love to tell them. But everything has a price—especially information as explosive as the sequence of events that led to Judge Fawcett’s death. And the Racketeer wasn’t born yesterday . . .Nothing is as it seems and everything’s fair game in this wickedly clever new novel from John Grisham, the undisputed master of the legal thriller.",English,9780385535144,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Legal Thriller', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Novels', 'Drama']",['Malcolm Bannister'],Hardcover,,340,Doubleday,October 23rd 2012,,[],88545,"['22552', '36329', '23026', '5250', '1388']",93.0,"['Roanoke, Virginia (United States)', 'Frostburg, Maryland (United States)', 'Florida (United States)', 'Antigua (Antigua and Barbuda)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371438l/13573236.jpg,100,1,4.13,13573236.0
